,sugar beetrec,sugar beetprec,sugar beetscore
42,0.7678571428571429,1.0,0.9539547562599182
43,0.7857142857142857,1.0,0.9514887928962708
44,0.8035714285714286,1.0,0.9443997144699097
45,0.8214285714285714,1.0,0.9426620006561279
46,0.8392857142857143,1.0,0.9153661727905273
47,0.8571428571428571,1.0,0.9069810509681702
48,0.875,1.0,0.8069972395896912
49,0.8928571428571429,1.0,0.7783913016319275
50,0.9107142857142857,1.0,0.7604342103004456
51,0.9285714285714286,1.0,0.7193456888198853
52,0.9464285714285714,1.0,0.6546837091445923
53,0.9642857142857143,1.0,0.5496476888656616
54,0.9642857142857143,0.9818181818181818,0.4884052276611328
55,0.9821428571428571,0.9821428571428571,0.4774002432823181
56,1.0,0.9824561403508771,0.45754534006118774
57,1.0,0.9655172413793104,0.40689003467559814
58,1.0,0.9491525423728814,0.3312344253063202
59,1.0,0.9333333333333333,0.29321902990341187
60,1.0,0.9180327868852459,0.24939551949501038
61,1.0,0.9032258064516129,0.2400929033756256
62,1.0,0.8888888888888888,0.23131991922855377
63,1.0,0.875,0.21749906241893768
64,1.0,0.8615384615384616,0.21559804677963257
65,1.0,0.8484848484848485,0.21145756542682648
66,1.0,0.835820895522388,0.2056387960910797
67,1.0,0.8235294117647058,0.2048075944185257
68,1.0,0.8115942028985508,0.20045532286167145
69,1.0,0.8,0.2000228464603424
70,1.0,0.7887323943661971,0.19618597626686096
71,1.0,0.7777777777777778,0.18631844222545624
72,1.0,0.7671232876712328,0.17649640142917633
73,1.0,0.7567567567567568,0.1763366311788559
74,1.0,0.7466666666666667,0.17296850681304932
75,1.0,0.7368421052631579,0.17295148968696594
76,1.0,0.7272727272727273,0.1718539595603943
77,1.0,0.717948717948718,0.16635192930698395
78,1.0,0.7088607594936709,0.1651466339826584
79,1.0,0.7,0.16253690421581268
80,1.0,0.691358024691358,0.15923067927360535
81,1.0,0.6829268292682927,0.15300922095775604
82,1.0,0.6746987951807228,0.15290115773677826
83,1.0,0.6666666666666666,0.15203845500946045
84,1.0,0.6588235294117647,0.1494428664445877
85,1.0,0.6511627906976745,0.1489536464214325
86,1.0,0.6436781609195402,0.1456226110458374
87,1.0,0.6363636363636364,0.13992515206336975
88,1.0,0.6292134831460674,0.13821761310100555
89,1.0,0.6222222222222222,0.1374024897813797
90,1.0,0.6153846153846154,0.13624952733516693
91,1.0,0.6086956521739131,0.13187937438488007
92,1.0,0.6021505376344086,0.1310187727212906
93,1.0,0.5957446808510638,0.12734325230121613
94,1.0,0.5894736842105263,0.1262401044368744
95,1.0,0.5833333333333334,0.1257995367050171
96,1.0,0.5773195876288659,0.12545402348041534
97,1.0,0.5714285714285714,0.12381669878959656
98,1.0,0.5656565656565656,0.12359251827001572
99,1.0,0.56,0.12175511568784714
100,1.0,0.5544554455445545,0.11402954161167145
101,1.0,0.5490196078431373,0.11373871564865112
102,1.0,0.5436893203883495,0.11116895079612732
103,1.0,0.5384615384615384,0.1066155880689621
104,1.0,0.5333333333333333,0.10650119185447693
105,1.0,0.5283018867924528,0.10615581274032593
106,1.0,0.5233644859813084,0.09954694658517838
107,1.0,0.5185185185185185,0.09737776219844818
108,1.0,0.5137614678899083,0.09713385254144669
109,1.0,0.509090909090909,0.09666803479194641
110,1.0,0.5045045045045045,0.09411336481571198
111,1.0,0.5,0.09363570809364319
112,1.0,0.49557522123893805,0.09335783869028091
113,1.0,0.49122807017543857,0.09280610829591751
114,1.0,0.48695652173913045,0.09241365641355515
115,1.0,0.4827586206896552,0.09052884578704834
116,1.0,0.47863247863247865,0.08998727798461914
117,1.0,0.4745762711864407,0.08926579356193542
118,1.0,0.47058823529411764,0.08924493938684464
119,1.0,0.4666666666666667,0.08711013942956924
120,1.0,0.4628099173553719,0.08593854308128357
121,1.0,0.45901639344262296,0.08543460816144943
122,1.0,0.45528455284552843,0.08499959856271744
123,1.0,0.45161290322580644,0.08373169600963593
124,1.0,0.448,0.08224271237850189
125,1.0,0.4444444444444444,0.08150815218687057
126,1.0,0.4409448818897638,0.08029530942440033
127,1.0,0.4375,0.079053595662117
128,1.0,0.43410852713178294,0.078779436647892
129,1.0,0.4307692307692308,0.0772293359041214
130,1.0,0.42748091603053434,0.07586713880300522
131,1.0,0.42424242424242425,0.07542058080434799
132,1.0,0.42105263157894735,0.07431395351886749
133,1.0,0.417910447761194,0.07343237102031708
134,1.0,0.4148148148148148,0.07256358861923218
135,1.0,0.4117647058823529,0.0719119980931282
136,1.0,0.40875912408759124,0.07170155644416809
137,1.0,0.4057971014492754,0.06954031437635422
138,1.0,0.4028776978417266,0.06917400658130646
139,1.0,0.4,0.06705059856176376
140,1.0,0.3971631205673759,0.06620260328054428
141,1.0,0.39436619718309857,0.06556985527276993
142,1.0,0.3916083916083916,0.06545402109622955
143,1.0,0.3888888888888889,0.06539836525917053
144,1.0,0.38620689655172413,0.06499911099672318
145,1.0,0.3835616438356164,0.06460138410329819
146,1.0,0.38095238095238093,0.06444163620471954
147,1.0,0.3783783783783784,0.0640190988779068
148,1.0,0.37583892617449666,0.06377067416906357
149,1.0,0.37333333333333335,0.0632328987121582
150,1.0,0.3708609271523179,0.06245311722159386
151,1.0,0.3684210526315789,0.06162169575691223
152,1.0,0.3660130718954248,0.06118369847536087
153,1.0,0.36363636363636365,0.060716744512319565
154,1.0,0.36129032258064514,0.060359641909599304
155,1.0,0.358974358974359,0.059998445212841034
156,1.0,0.35668789808917195,0.05988754332065582
157,1.0,0.35443037974683544,0.05934761464595795
158,1.0,0.3522012578616352,0.05931267514824867
159,1.0,0.35,0.058970000594854355
160,1.0,0.34782608695652173,0.05888108164072037
161,1.0,0.345679012345679,0.05682933330535889
162,1.0,0.34355828220858897,0.0559387132525444
163,1.0,0.34146341463414637,0.05572405457496643
164,1.0,0.3393939393939394,0.05540657788515091
165,1.0,0.3373493975903614,0.05437086895108223
166,1.0,0.33532934131736525,0.05373552441596985
167,1.0,0.3333333333333333,0.05280637741088867
168,1.0,0.33136094674556216,0.05246333032846451
169,1.0,0.32941176470588235,0.052463170140981674
170,1.0,0.32748538011695905,0.05235663801431656
171,1.0,0.32558139534883723,0.05215495079755783
172,1.0,0.3236994219653179,0.05212975665926933
173,1.0,0.3218390804597701,0.05169413238763809
174,1.0,0.32,0.05141034722328186
175,1.0,0.3181818181818182,0.05090947449207306
176,1.0,0.3163841807909605,0.050384242087602615
177,1.0,0.3146067415730337,0.05036380514502525
178,1.0,0.3128491620111732,0.050290897488594055
